24;"828990";"L";16;3;2;"Peter Lukáč";"";"0923 715 458";"peter.lukáč@email.com";"SK";"Považská Bystrica";"01701";"Orlové";"149";"Frederik Centek";"0950 701 212";"frederik.centek@email.com";"SK";"Banská Bystrica";"97401";"Vlčie hrdlo";"4";"2023-05-26 15:07:12";"2023-05-19 00:43:12"
25;"336012";"S";20;2;5;"Kevin Varga";"";"0926 830 876";"kevin.varga@email.com";"SK";"Banská Bystrica";"97404";"Tulská";"5336/72";"Zuzana Dudoková";"0942 128 779";"zuzana.dudoková@email.com";"SK";"Liptovský Mikuláš";"07101";"Strieborné námestie";"785/43";"2023-09-03 17:45:36";"2023-08-29 22:33:36"
26;"776596";"XS";20;2;3;"Alica Husáková";"Strusspart";"0910 518 231";"alica.husáková@email.com";"SK";"Sereď";"92601";"Trnavská cesta";"1A/4455";"Karol Kollár";"0948 980 871";"karol.kollár@email.com";"SK";"Šamorín";"82107";"Jazdecká";"29/1";"2023-06-23 08:24:00";"2023-06-14 22:48:00"
27;"242323";"XXL";13;1;4;"Miloš Kollár";"";"0928 631 529";"miloš.kollár@email.com";"SK";"Bratislava";"81108";"Dunajská";"4";"Michal Brezina";"0926 412 990";"michal.brezina@email.com";"SK";"Dubnica Nad Váhom";"01701";"Nad Zábrehom";"1530";"2023-04-10 16:19:12";"2023-03-31 16:19:12"
28;"583046";"M";19;3;6;"Šimon Bilek";"";"0941 596 523";"šimon.bilek@email.com";"SK";"Bratislava";"84108";"Jána Poničana";"6113/5";"Kevin Kučera";"0930 670 775";"kevin.kučera@email.com";"SK";"Senica";"85102";"Bystrická cesta";"35";"2023-04-05 17:16:48";"2023-04-01 00:28:48"
29;"293551";"L";20;1;3;"Pavol Baran";"";"0923 918 952";"pavol.baran@email.com";"SK";"Bratislava";"83104";"Odbojárov";"60/3";"Alexander Fajnor";"0915 721 966";"alexander.fajnor@email.com";"SK";"Štúrovo";"85101";"Tranovského";"7508/190";"2023-04-07 08:24:00";"2023-03-30 13:12:00"
30;"092957";"M";13;3;2;"Jaromír Čarnogurský";"";"0932 926 156";"jaromír.čarnogurský@email.com";"SK";"Nové Mesto Nad Váhom";"91501";"M. R. Štefánika";"811/1";"Ervín Mačo";"0934 255 699";"ervín.mačo@email.com";"SK";"Bratislava";"94301";"Jána Poničana";"180/45";"2023-09-03 20:09:36";"2023-08-24 20:09:36"
31;"537428";"XXL";11;1;3;"Alojz Masárik";"";"0931 489 715";"alojz.masárik@email.com";"SK";"Bratislava";"85101";"Holíčska";"35";"Jolana Krížová";"0939 383 612";"jolana.krížová@email.com";"SK";"Šamorín";"11877";"Račianska";"2088/26";"2023-11-30 14:09:36";"2023-11-24 04:33:36"
32;"606755";"M";15;1;2;"Radoslav Jakubec";"Domainr";"0914 328 254";"radoslav.jakubec@email.com";"SK";"Prešov";"08001";"Budovateľská";"3602/50";"Mária Janečková";"0916 248 931";"mária.janečková@email.com";"SK";"Senica";"04012";"Tulská";"323";"2024-03-09 22:48:00";"2024-02-29 06:00:00"
33;"673707";"L";12;1;5;"Jozef Fajnor";"";"0920 260 193";"jozef.fajnor@email.com";"SK";"Košice";"04001";"Strojárenská";"1099/13";"Zita Chalupková";"0924 481 637";"zita.chalupková@email.com";"SK";"Bratislava";"91501";"Tranovského";"110/2";"2023-04-29 09:50:24";"2023-04-27 05:02:24"
34;"577245";"XS";16;2;3;"Zita Gavendová";"";"0929 215 121";"zita.gavendová@email.com";"SK";"Michalovce";"07101";"Námestie slobody";"1866/5";"Jana Husáková";"0924 669 247";"jana.husáková@email.com";"SK";"Rožňava";"83106";"M. R. Štefánika";"5336/72";"2024-02-27 00:28:48";"2024-02-22 19:40:48"
35;"350248";"M";18;3;1;"Jozef Fajnor";"";"0949 996 485";"jozef.fajnor@email.com";"SK";"Šamorín";"93101";"Jazdecká";"44";"Ervín Kollár";"0916 508 481";"ervín.kollár@email.com";"SK";"Košice";"06001";"Tulská";"785/43";"2023-08-02 06:14:24";"2023-07-27 11:02:24"
36;"545726";"L";9;3;5;"Marián Kollár";"Arial";"0916 757 385";"marián.kollár@email.com";"SK";"Liptovský Mikuláš";"03101";"Tranovského";"110/2";"Igor Bilek";"0944 253 812";"igor.bilek@email.com";"SK";"Považská Bystrica";"04001";"Považské Podhradie";"860/18";"2023-09-02 21:21:36";"2023-08-26 11:45:36"
37;"390044";"M";15;1;3;"Gabriel Loja";"";"0938 159 633";"gabriel.loja@email.com";"SK";"Senica";"90501";"Železničná";"1530";"Ivan Kučera";"0925 671 401";"ivan.kučera@email.com";"SK";"Galanta";"93101";"Bystrická cesta";"323";"2024-02-13 05:02:24";"2024-02-07 05:02:24"
38;"707390";"XL";12;3;7;"Dalibor Boris";"";"0934 327 395";"dalibor.boris@email.com";"SK";"Trenčín";"91101";"Kuzmányho";"717/7";"Frederik Horváth";"0917 303 122";"frederik.horváth@email.com";"SK";"Štúrovo";"90101";"Jána Poničana";"373/38";"2023-12-21 17:16:48";"2023-12-13 17:16:48"
39;"345513";"L";21;3;5;"Dalibor Čarnogurský";"";"0925 371 518";"dalibor.čarnogurský@email.com";"SK";"Liptovský Hrádok";"03301";"Hradná";"127";"Miloš Janoš";"0929 287 948";"miloš.janoš@email.com";"SK";"Banská Bystrica";"97404";"Orlové";"149";"2024-01-07 12:28:48";"2023-12-29 05:16:48"
40;"547011";"XXL";12;3;3;"Karol Janoš";"";"0937 480 796";"karol.janoš@email.com";"SK";"Ružomberok";"03401";"Bystrická cesta";"180/45";"Marta Martincová";"0933 168 857";"marta.martincová@email.com";"SK";"Banská Bystrica";"83106";"Tranovského";"30";"2023-08-01 21:50:24";"2023-08-01 14:38:24"
41;"109952";"XL";21;3;2;"Ladislav Baran";"";"0938 894 366";"ladislav.baran@email.com";"SK";"Prešov";"08005";"Švábska";"243/6";"Martin Kučera";"0943 739 420";"martin.kučera@email.com";"SK";"Rožňava";"91101";"Československej armády";"180/45";"2023-11-19 04:33:36";"2023-11-12 23:45:36"
42;"152447";"S";20;2;2;"Denis Kollár";"Namebird";"0948 116 241";"denis.kollár@email.com";"SK";"Košice";"04012";"Galaktická";"4";"Zita Gregorová";"0945 858 693";"zita.gregorová@email.com";"SK";"Kežmarok";"01841";"Strieborné námestie";"717/7";"2023-09-26 19:12:00";"2023-09-18 16:48:00"
43;"195579";"XL";9;3;3;"Denis Blažej";"";"0947 890 626";"denis.blažej@email.com";"SK";"Galanta";"92401";"sídl. Clementisove sady";"30";"Mojmír Marcinko";"0930 630 413";"mojmír.marcinko@email.com";"SK";"Bratislava";"93101";"Železničná";"717/7";"2023-12-07 21:36:00";"2023-12-01 16:48:00"
44;"268488";"L";12;2;5;"Leonard Kuba";"";"0915 231 984";"leonard.kuba@email.com";"SK";"Nitra";"94911";"Mostná ulica";"52";"Pavol Centek";"0918 538 692";"pavol.centek@email.com";"SK";"Bratislava";"04405";"Československej armády";"2088/26";"2023-11-30 14:24:00";"2023-11-28 07:12:00"
45;"726020";"XL";15;1;5;"Ester Balogová";"";"0916 853 757";"ester.balogová@email.com";"SK";"Martin";"03601";" Nám. SNP";"4665/2";"Dalibor Gálik";"0935 930 977";"dalibor.gálik@email.com";"SK";"Považská Bystrica";"02201";"Budovateľská";"1";"2024-03-05 18:28:48";"2024-03-01 06:28:48"
46;"026560";"XS";11;2;5;"Miloš Dancák";"";"0927 932 387";"miloš.dancák@email.com";"SK";"Nové Zámky";"94063";"Devínska";"1321/24";"Denis Varga";"0915 749 282";"denis.varga@email.com";"SK";"Galanta";"08001";"Cintorínska";"7508/190";"2024-02-14 20:24:00";"2024-02-12 03:36:00"
47;"009658";"XS";8;1;3;"Alica Martincová";"ParaStav";"0928 481 327";"alica.martincová@email.com";"SK";"Čadca";"02201";"Kukučínova";"29/1";"Radoslav Dancák";"0913 494 525";"radoslav.dancák@email.com";"SK";"Galanta";"94911";"Železničná";"373/38";"2023-12-06 15:07:12";"2023-12-02 17:31:12"
48;"793998";"L";5;2;4;"Alojz Gálik";"";"0945 525 494";"alojz.gálik@email.com";"SK";"Poprad";"05801";"Joliota Curie";"730/3";"Jozef Juráš";"0937 896 495";"jozef.juráš@email.com";"SK";"Brezno";"04001";"Rastislavova";"1";"2023-06-10 11:16:48";"2023-06-03 20:52:48"
49;"590127";"L";6;2;2;"Mojmír Baláž";"";"0949 450 591";"mojmír.baláž@email.com";"SK";"Banská Bystrica";"97401";"Strieborné námestie";"1213/2";"Tomáš Kušo";"0912 534 692";"tomáš.kušo@email.com";"SK";"Bratislava";"92601";"Námestie slobody";"730/3";"2023-03-27 10:48:00";"2023-03-24 08:24:00"
50;"607129";"XL";8;2;4;"Dana Kováčová";"";"0923 177 302";"dana.kováčová@email.com";"SK";"Trnava";"91701";"Nitrianska";"7127/20";"Frederik Gálik";"0947 628 617";"frederik.gálik@email.com";"SK";"Košice";"08001";"sídl. Clementisove sady";"1";"2023-08-24 23:31:12";"2023-08-24 09:07:12"
